iter	Logloss
120	0.1000320892
121	0.09907015236
122	0.09879766738
123	0.09814167877
124	0.09790816259
125	0.0976152329
126	0.09688425349
127	0.0966087774
128	0.09596560166
129	0.09578286801
130	0.09562428239
131	0.09555379658
132	0.09501299288
133	0.09485276733
134	0.09434701518
135	0.09433531146
136	0.09282648037
137	0.09193518967
138	0.09129535638
139	0.09106420798
140	0.09048302214
141	0.08978053341
142	0.08935370064
143	0.08910900878
144	0.08870133373
145	0.08827683294
146	0.08814395906
147	0.0879764404
148	0.08788015688
149	0.08729779304
150	0.08682736028
151	0.08572609359
152	0.08530823781
153	0.08459709544
154	0.08425599452
155	0.08365187788
156	0.08347128458
157	0.0825643291
158	0.08221283174
159	0.08145927514
160	0.08133617432
161	0.08071396417
162	0.08053845796
163	0.07968905254
164	0.07940100061
165	0.07894822477
166	0.07858003373
167	0.07794661279
168	0.07672716097
169	0.0761297233
170	0.07581481144
171	0.07546848927
172	0.07526880656
173	0.07476786598
174	0.07450042724
175	0.07414876496
176	0.0740652776
177	0.07378882852
178	0.07372055185
179	0.07371759901
180	0.07326079148
181	0.07301092488
182	0.07245345924
183	0.07233276266
184	0.07157815265
185	0.07122588956
186	0.07091830097
187	0.07091809461
188	0.07058278458
189	0.07053882644
190	0.07051326874
191	0.0698412411
192	0.06979591841
193	0.0697113139
194	0.06919487282
195	0.06905337298
196	0.06874059719
197	0.06832451087
198	0.06807828248
199	0.06797857552
200	0.06767561317
201	0.06731061688
202	0.0672342226
203	0.06719778929
204	0.06668022946
205	0.0659697172
206	0.06584708021
207	0.06517100943
208	0.0646888066
209	0.06459118681
210	0.06424903256
211	0.06412939043
212	0.06407935855
213	0.06366211625
214	0.06316343522
215	0.06270021055
216	0.06256361115
217	0.06248585758
218	0.06228582569
219	0.06191914182
220	0.0617076478
221	0.06147202188
222	0.06118233345
223	0.06087571517
224	0.06075280288
225	0.06073777464
226	0.06043264124
227	0.06002480225
228	0.05999814319
229	0.05965651574
230	0.05941245323
231	0.05923850971
232	0.05909378913
233	0.0588910858
234	0.05871178863
235	0.05815909604
236	0.05807077166
237	0.05788029369
238	0.05764402721
239	0.05751256248
240	0.05721837678
241	0.05654062422
242	0.0564004137
243	0.05626931049
244	0.05600458454
245	0.05581705405
246	0.05562329337
247	0.05515978605
248	0.05512492558
249	0.05469361469
250	0.05383616929
251	0.05377251121
252	0.05354262304
253	0.05311990462
254	0.05286881223
255	0.05251780807
256	0.05183685595
257	0.0514317891
258	0.05137642861
259	0.05089177894
260	0.05071657029
261	0.05065662692
262	0.05044082065
263	0.05022841576
264	0.05010901632
265	0.0499131562
266	0.04988084264
267	0.049473305
268	0.04944758088
269	0.04886163785
270	0.0487534509
271	0.04832597044
272	0.04820003424
273	0.04799346279
274	0.04778024107
275	0.04773371609
276	0.04766686363
277	0.04734363771
278	0.04730251234
279	0.04689314527
280	0.04689282216
281	0.04676269167
282	0.04617341156
283	0.04579805798
284	0.04577501058
285	0.04558891102
286	0.04532414192
287	0.04518166898
288	0.04512621546
289	0.04500868545
290	0.04471286363
291	0.04448346805
292	0.04428458536
293	0.04422814655
294	0.04422790792
295	0.04384374476
296	0.04360346737
297	0.04359679638
298	0.04322701909
299	0.04294547158
300	0.04262174569
301	0.0424640638
302	0.04234361935
303	0.0422603965
304	0.04215947156
305	0.04210121365
306	0.04201656183
307	0.04170192466
308	0.04162510865
309	0.04125732409
310	0.04100817046
311	0.04076996447
312	0.04064570841
313	0.04037954037
314	0.04037592219
315	0.04017142172
316	0.04016836342
317	0.03987953248
318	0.03967152318
319	0.03956482538
320	0.03946342923
321	0.03924860601
322	0.03915021606
323	0.03896709452
324	0.03890309018
325	0.03890301952
326	0.03887481675
327	0.03837387567
328	0.03808898075
329	0.03800354553
330	0.03785402592
331	0.0377560103
332	0.03768463723
333	0.03742754883
334	0.0368813271
335	0.03666853879
336	0.03641047665
337	0.03628319217
338	0.03618552786
339	0.03585846649
340	0.03566412016
341	0.03553301441
342	0.0350881486
343	0.03490133977
344	0.03464870278
345	0.03464745063
346	0.03445613295
347	0.0343475126
348	0.0342916047
349	0.03385412831
350	0.03385323547
351	0.03383819557
352	0.03377522498
353	0.03375344642
354	0.03367943091
355	0.03344193502
356	0.03341019198
357	0.03334084868
358	0.03323092635
359	0.03322936798
360	0.03320026559
361	0.03318238723
362	0.03310496924
363	0.0327931793
364	0.03252348153
365	0.03241889658
366	0.03215139058
367	0.03205654683
368	0.03203425403
369	0.03202445431
370	0.03185441042
371	0.03177268746
372	0.0317162574
373	0.03155943071
374	0.031558738
375	0.03155856857
376	0.03153476034
377	0.03116043374
378	0.03104484893
379	0.0308691274
380	0.03065625299
381	0.03062148666
382	0.03059062972
383	0.03032289341
384	0.03020087243
385	0.02978898426
386	0.02966166674
387	0.02962803642
388	0.02959979216
389	0.02959750415
390	0.02946388186
391	0.02946366477
392	0.02941770068
393	0.02938805017
394	0.029335333
395	0.02931363258
396	0.02927716446
397	0.02927713324
398	0.0292240614
399	0.02913383993
400	0.02911336588
401	0.02903964574
402	0.02894701152
403	0.02882096912
404	0.02882088671
405	0.02875888245
406	0.02864453636
407	0.02858446078
408	0.02858445769
409	0.0284235352
410	0.02842342622
411	0.02834248565
412	0.02819487752
413	0.02819486898
414	0.02798006487
415	0.027805839
416	0.02780581689
417	0.02772260827
418	0.02771762618
419	0.02771755158
420	0.02762213179
421	0.02739683189
422	0.02739675697
423	0.02739674843
424	0.02739628018
425	0.02723015164
426	0.02718410764
427	0.02718407391
428	0.027106178
429	0.02690221206
430	0.02678976197
431	0.02676401086
432	0.02661497748
433	0.0265386322
434	0.0265385928
435	0.02631827612
436	0.02624198237
437	0.02596869414
438	0.02596867394
439	0.0258808073
440	0.02588002584
441	0.02561196071
442	0.02556082791
443	0.02549480834
444	0.02539307422
445	0.02539304584
446	0.02521914107
447	0.02506797944
448	0.0250499731
449	0.0249034342
450	0.02490270113
451	0.0249026163
452	0.02484275599
453	0.02471581122
454	0.02469223116
455	0.02469222089
456	0.02464188519
457	0.02453606929
458	0.02446400127
459	0.02446375932
460	0.02428626133
461	0.02413755766
462	0.02409623199
463	0.02402183647
464	0.02397893109
465	0.02392504558
466	0.02389050537
467	0.02383034385
468	0.02376644646
469	0.02371574495
470	0.0237144982
471	0.0234452312
472	0.02344485607
473	0.02344300172
474	0.02340981841
475	0.0234097003
476	0.02331575479
477	0.0232928249
478	0.02315234307
479	0.02300489989
480	0.02291823492
481	0.02286118411
482	0.02286055706
483	0.02286051407
484	0.02276705034
485	0.02276696735
486	0.02270762989
487	0.02270748896
488	0.02270742082
489	0.02270726882
490	0.02270669256
491	0.02258717271
492	0.02258712252
493	0.02258631166
494	0.02252648706
495	0.02250783618
496	0.02243780579
497	0.0224375181
498	0.02219647278
499	0.02218956138
